"left.time","right.time","censor","id","year.cap1","year.cap2","year.cap3","left.age","right.age","brood"
142,182,1,"14012-02-2016",0,1,0,2,42,1
182,185,0,"14012-02-2016",0,1,0,42,45,1
142,153,1,"14012-03-2016",0,1,0,2,13,1
153,157,0,"14012-03-2016",0,1,0,13,17,1
142,169,1,"14012-04-2016",0,1,0,2,29,1
169,172,0,"14012-04-2016",0,1,0,29,32,1
11,14,1,"14023-01-2015",1,0,0,3,6,2
14,15,0,"14023-01-2015",1,0,0,6,7,2
11,14,1,"14023-02-2015",1,0,0,3,6,2
14,15,0,"14023-02-2015",1,0,0,6,7,2
11,20,1,"14023-03-2015",1,0,0,3,12,2
11,15,1,"14023-04-2015",1,0,0,3,7,2
15,16,0,"14023-04-2015",1,0,0,7,8,2
44,82,1,"14023-10-2015",1,0,0,36,74,2
8,23,1,"14031-01-2015",1,0,0,2,17,3
8,8,1,"14031-02-2015",1,0,0,2,2,3
8,9,0,"14031-02-2015",1,0,0,2,3,3
8,16,1,"14031-03-2015",1,0,0,2,10,3
16,18,0,"14031-03-2015",1,0,0,10,12,3
8,8,1,"14031-04-2015",1,0,0,2,2,3
8,9,0,"14031-04-2015",1,0,0,2,3,3
11,13,1,"15001-01-2015",1,0,0,4,6,4
13,15,0,"15001-01-2015",1,0,0,6,8,4
11,14,1,"15001-02-2015",1,0,0,4,7,4
14,15,0,"15001-02-2015",1,0,0,7,8,4
32,50,1,"15004-01-2015",1,0,0,2,20,5
32,44,1,"15004-02-2015",1,0,0,2,14,5
44,46,0,"15004-02-2015",1,0,0,14,16,5
32,32,1,"15004-03-2015",1,0,0,2,2,5
32,35,0,"15004-03-2015",1,0,0,2,5,5
32,39,1,"15004-04-2015",1,0,0,2,9,5
56,72,1,"15004-08-2015",1,0,0,26,42,5
72,75,0,"15004-08-2015",1,0,0,42,45,5
56,61,1,"15004-09-2015",1,0,0,26,31,5
61,64,0,"15004-09-2015",1,0,0,31,34,5
40,40,1,"15006-01-2015",1,0,0,6,6,6
40,42,0,"15006-01-2015",1,0,0,6,8,6
58,76,1,"15006-02-2015",1,0,0,24,42,6
76,78,0,"15006-02-2015",1,0,0,42,44,6
58,104,1,"15006-03-2015",1,0,0,24,70,6
104,107,0,"15006-03-2015",1,0,0,70,73,6
58,116,1,"15006-04-2015",1,0,0,24,82,6
58,101,1,"15006-05-2015",1,0,0,24,67,6
101,104,0,"15006-05-2015",1,0,0,67,70,6
58,81,1,"15006-06-2015",1,0,0,24,47,6
81,85,0,"15006-06-2015",1,0,0,47,51,6
158,169,1,"15006-01-2016",0,1,0,2,13,6
158,162,1,"15006-02-2016",0,1,0,2,6,6
162,164,0,"15006-02-2016",0,1,0,6,8,6
158,169,1,"15006-03-2016",0,1,0,2,13,6
158,169,1,"15006-04-2016",0,1,0,2,13,6
169,171,0,"15006-04-2016",0,1,0,13,15,6
1,44,1,"15013-01-2015",1,0,0,2,45,7
44,47,0,"15013-01-2015",1,0,0,45,48,7
1,124,1,"15013-02-2015",1,0,0,2,125,7
1,124,1,"15013-03-2015",1,0,0,2,125,7
1,23,1,"15013-04-2015",1,0,0,2,24,7
23,25,0,"15013-04-2015",1,0,0,24,26,7
21,41,1,"15013-12-2015",1,0,0,22,42,7
41,44,0,"15013-12-2015",1,0,0,42,45,7
21,21,1,"15013-13-2015",1,0,0,22,22,7
21,25,0,"15013-13-2015",1,0,0,22,26,7
21,124,1,"15013-14-2015",1,0,0,22,125,7
21,29,1,"15013-15-2015",1,0,0,22,30,7
29,31,0,"15013-15-2015",1,0,0,30,32,7
38,44,1,"15014-01-2015",1,0,0,4,10,8
44,45,0,"15014-01-2015",1,0,0,10,11,8
39,44,1,"15014-02-2015",1,0,0,5,10,8
44,45,0,"15014-02-2015",1,0,0,10,11,8
40,47,1,"15014-03-2015",1,0,0,6,13,8
47,51,0,"15014-03-2015",1,0,0,13,17,8
9,12,1,"15018-01-2015",1,0,0,2,5,9
9,22,1,"15018-02-2015",1,0,0,2,15,9
22,23,0,"15018-02-2015",1,0,0,15,16,9
9,18,1,"15018-03-2015",1,0,0,2,11,9
9,87,1,"15018-04-2015",1,0,0,2,80,9
87,94,0,"15018-04-2015",1,0,0,80,87,9
37,56,1,"15018-09-2015",1,0,0,30,49,9
56,60,0,"15018-09-2015",1,0,0,49,53,9
37,84,1,"15018-10-2015",1,0,0,30,77,9
84,87,0,"15018-10-2015",1,0,0,77,80,9
37,77,1,"15018-11-2015",1,0,0,30,70,9
153,168,1,"15018-02-2016",0,1,0,2,17,9
168,170,0,"15018-02-2016",0,1,0,17,19,9
171,183,1,"15018-04-2016",0,1,0,20,32,9
183,185,0,"15018-04-2016",0,1,0,32,34,9
24,29,1,"15019-01-2015",1,0,0,3,8,10
29,33,0,"15019-01-2015",1,0,0,8,12,10
6,8,1,"15023-01-2015",1,0,0,2,4,11
8,9,0,"15023-01-2015",1,0,0,4,5,11
6,8,1,"15023-02-2015",1,0,0,2,4,11
8,9,0,"15023-02-2015",1,0,0,4,5,11
6,8,1,"15023-03-2015",1,0,0,2,4,11
8,9,0,"15023-03-2015",1,0,0,4,5,11
6,24,1,"15023-04-2015",1,0,0,2,20,11
30,70,1,"15023-10-2015",1,0,0,26,66,11
70,73,0,"15023-10-2015",1,0,0,66,69,11
30,49,1,"15023-11-2015",1,0,0,26,45,11
49,52,0,"15023-11-2015",1,0,0,45,48,11
6,28,1,"15025-01-2015",1,0,0,2,24,12
6,24,1,"15025-02-2015",1,0,0,2,20,12
6,11,1,"15025-03-2015",1,0,0,2,7,12
11,13,0,"15025-03-2015",1,0,0,7,9,12
6,15,1,"15025-04-2015",1,0,0,2,11,12
15,18,0,"15025-04-2015",1,0,0,11,14,12
24,31,1,"15025-12-2015",1,0,0,20,27,12
31,33,0,"15025-12-2015",1,0,0,27,29,12
6,17,1,"15026-01-2015",1,0,0,3,14,13
17,25,0,"15026-01-2015",1,0,0,14,22,13
6,10,1,"15026-03-2015",1,0,0,3,7,13
10,11,0,"15026-03-2015",1,0,0,7,8,13
6,33,1,"15026-04-2015",1,0,0,3,30,13
33,36,0,"15026-04-2015",1,0,0,30,33,13
23,84,1,"15026-15-2015",1,0,0,20,81,13
84,86,0,"15026-15-2015",1,0,0,81,83,13
23,29,1,"15026-16-2015",1,0,0,20,26,13
29,31,0,"15026-16-2015",1,0,0,26,28,13
23,124,1,"15026-17-2015",1,0,0,20,121,13
10,15,1,"15027-01-2015",1,0,0,4,9,14
15,16,0,"15027-01-2015",1,0,0,9,10,14
10,25,1,"15027-02-2015",1,0,0,4,19,14
10,15,1,"15027-03-2015",1,0,0,4,9,14
15,16,0,"15027-03-2015",1,0,0,9,10,14
10,15,1,"15027-04-2015",1,0,0,4,9,14
15,16,0,"15027-04-2015",1,0,0,9,10,14
26,26,1,"15030-01-2015",1,0,0,2,2,15
26,27,0,"15030-01-2015",1,0,0,2,3,15
26,28,1,"15030-02-2015",1,0,0,2,4,15
28,29,0,"15030-02-2015",1,0,0,4,5,15
26,28,1,"15030-03-2015",1,0,0,2,4,15
28,29,0,"15030-03-2015",1,0,0,4,5,15
26,28,1,"15030-04-2015",1,0,0,2,4,15
28,29,0,"15030-04-2015",1,0,0,4,5,15
18,21,1,"15034-01-2015",1,0,0,3,6,16
21,23,0,"15034-01-2015",1,0,0,6,8,16
18,18,1,"15034-02-2015",1,0,0,3,3,16
18,19,0,"15034-02-2015",1,0,0,3,4,16
18,21,1,"15034-03-2015",1,0,0,3,6,16
18,31,1,"15034-04-2015",1,0,0,3,16,16
31,35,0,"15034-04-2015",1,0,0,16,20,16
32,40,1,"15035-01-2015",1,0,0,2,10,17
40,42,0,"15035-01-2015",1,0,0,10,12,17
32,35,1,"15035-02-2015",1,0,0,2,5,17
35,36,0,"15035-02-2015",1,0,0,5,6,17
32,48,1,"15035-03-2015",1,0,0,2,18,17
32,32,1,"15035-04-2015",1,0,0,2,2,17
32,35,0,"15035-04-2015",1,0,0,2,5,17
156,159,1,"15035-01-2016",0,1,0,3,6,17
159,160,0,"15035-01-2016",0,1,0,6,7,17
156,159,1,"15035-02-2016",0,1,0,3,6,17
159,160,0,"15035-02-2016",0,1,0,6,7,17
156,159,1,"15035-03-2016",0,1,0,3,6,17
159,160,0,"15035-03-2016",0,1,0,6,7,17
156,159,1,"15035-04-2016",0,1,0,3,6,17
159,160,0,"15035-04-2016",0,1,0,6,7,17
171,176,1,"15035-08-2016",0,1,0,18,23,17
176,178,0,"15035-08-2016",0,1,0,23,25,17
22,28,1,"15037-01-2015",1,0,0,2,8,18
28,29,0,"15037-01-2015",1,0,0,8,9,18
22,22,1,"15037-02-2015",1,0,0,2,2,18
22,23,0,"15037-02-2015",1,0,0,2,3,18
22,26,1,"15037-03-2015",1,0,0,2,6,18
26,27,0,"15037-03-2015",1,0,0,6,7,18
22,51,1,"15037-04-2015",1,0,0,2,31,18
51,54,0,"15037-04-2015",1,0,0,31,34,18
46,54,1,"15037-11-2015",1,0,0,26,34,18
54,57,0,"15037-11-2015",1,0,0,34,37,18
46,46,1,"15037-12-2015",1,0,0,26,26,18
46,48,0,"15037-12-2015",1,0,0,26,28,18
46,51,1,"15037-13-2015",1,0,0,26,31,18
51,54,0,"15037-13-2015",1,0,0,31,34,18
4,16,1,"15039-01-2015",1,0,0,2,14,19
16,17,0,"15039-01-2015",1,0,0,14,15,19
4,81,1,"15039-02-2015",1,0,0,2,79,19
81,85,0,"15039-02-2015",1,0,0,79,83,19
4,50,1,"15039-04-2015",1,0,0,2,48,19
50,53,0,"15039-04-2015",1,0,0,48,51,19
7,84,1,"15041-01-2015",1,0,0,3,80,20
7,9,1,"15041-02-2015",1,0,0,3,5,20
9,13,0,"15041-02-2015",1,0,0,5,9,20
7,22,1,"15041-03-2015",1,0,0,3,18,20
7,75,1,"15041-04-2015",1,0,0,3,71,20
75,77,0,"15041-04-2015",1,0,0,71,73,20
26,75,1,"15041-09-2015",1,0,0,22,71,20
75,77,0,"15041-09-2015",1,0,0,71,73,20
31,111,1,"15041-10-2015",1,0,0,27,107,20
19,26,1,"15042-01-2015",1,0,0,2,9,21
26,28,0,"15042-01-2015",1,0,0,9,11,21
19,123,1,"15042-02-2015",1,0,0,2,106,21
19,21,1,"15042-03-2015",1,0,0,2,4,21
21,22,0,"15042-03-2015",1,0,0,4,5,21
19,123,1,"15042-04-2015",1,0,0,2,106,21
46,123,1,"15042-09-2015",1,0,0,29,106,21
46,123,1,"15042-10-2015",1,0,0,29,106,21
7,16,1,"15044-01-2015",1,0,0,3,12,22
7,10,1,"15044-02-2015",1,0,0,3,6,22
7,16,1,"15044-06-2015",1,0,0,3,12,22
7,10,1,"15044-09-2015",1,0,0,3,6,22
10,13,0,"15044-09-2015",1,0,0,6,9,22
130,143,1,"15044-01-2016",0,1,0,2,15,22
130,233,1,"15044-02-2016",0,1,0,2,105,22
130,143,1,"15044-03-2016",0,1,0,2,15,22
130,140,1,"15044-04-2016",0,1,0,2,12,22
130,233,1,"15044-06-2016",0,1,0,2,105,22
130,186,1,"15044-09-2016",0,1,0,2,58,22
186,190,0,"15044-09-2016",0,1,0,58,62,22
18,32,1,"15045-01-2015",1,0,0,4,18,23
18,22,1,"15045-02-2015",1,0,0,4,8,23
38,39,1,"15045-03-2015",1,0,0,24,25,23
39,42,0,"15045-03-2015",1,0,0,25,28,23
38,123,1,"15045-04-2015",1,0,0,24,109,23
38,118,1,"15045-05-2015",1,0,0,24,104,23
38,56,1,"15045-06-2015",1,0,0,24,42,23
56,58,0,"15045-06-2015",1,0,0,42,44,23
9,12,1,"15046-01-2015",1,0,0,2,5,24
12,13,0,"15046-01-2015",1,0,0,5,6,24
9,104,1,"15046-02-2015",1,0,0,2,97,24
104,105,0,"15046-02-2015",1,0,0,97,98,24
38,75,1,"15046-05-2015",1,0,0,31,68,24
75,78,0,"15046-05-2015",1,0,0,68,71,24
38,75,1,"15046-06-2015",1,0,0,31,68,24
75,78,0,"15046-06-2015",1,0,0,68,71,24
33,46,1,"15046-07-2015",1,0,0,26,39,24
46,52,0,"15046-07-2015",1,0,0,39,45,24
23,24,1,"15053-01-2015",1,0,0,2,3,25
23,23,1,"15053-02-2015",1,0,0,2,2,25
23,24,0,"15053-02-2015",1,0,0,2,3,25
23,39,1,"15053-04-2015",1,0,0,2,18,25
7,14,1,"15057-01-2015",1,0,0,2,9,26
7,23,1,"15057-03-2015",1,0,0,2,18,26
7,7,1,"15057-04-2015",1,0,0,2,2,26
7,9,0,"15057-04-2015",1,0,0,2,4,26
27,101,1,"15057-15-2015",1,0,0,22,96,26
101,104,0,"15057-15-2015",1,0,0,96,99,26
10,10,1,"15058-01-2015",1,0,0,2,2,27
10,11,0,"15058-01-2015",1,0,0,2,3,27
10,14,1,"15058-02-2015",1,0,0,2,6,27
14,15,0,"15058-02-2015",1,0,0,6,7,27
10,12,1,"15058-03-2015",1,0,0,2,4,27
12,13,0,"15058-03-2015",1,0,0,4,5,27
38,99,1,"15058-04-2015",1,0,0,30,91,27
99,104,0,"15058-04-2015",1,0,0,91,96,27
38,56,1,"15058-05-2015",1,0,0,30,48,27
56,59,0,"15058-05-2015",1,0,0,48,51,27
38,123,1,"15058-06-2015",1,0,0,30,115,27
38,113,1,"15058-07-2015",1,0,0,30,105,27
15,30,1,"15059-01-2015",1,0,0,2,17,28
15,16,1,"15059-02-2015",1,0,0,2,3,28
16,18,0,"15059-02-2015",1,0,0,3,5,28
15,17,1,"15059-04-2015",1,0,0,2,4,28
7,9,1,"15061-01-2015",1,0,0,2,4,29
9,10,0,"15061-01-2015",1,0,0,4,5,29
7,14,1,"15061-02-2015",1,0,0,2,9,29
14,16,0,"15061-02-2015",1,0,0,9,11,29
7,11,1,"15061-03-2015",1,0,0,2,6,29
11,12,0,"15061-03-2015",1,0,0,6,7,29
7,16,1,"15061-04-2015",1,0,0,2,11,29
16,17,0,"15061-04-2015",1,0,0,11,12,29
28,113,1,"15061-13-2015",1,0,0,23,108,29
28,109,1,"15061-14-2015",1,0,0,23,104,29
28,110,1,"15061-15-2015",1,0,0,23,105,29
28,111,1,"15061-16-2015",1,0,0,23,106,29
39,55,1,"15064-01-2015",1,0,0,4,20,30
39,53,1,"15064-02-2015",1,0,0,4,18,30
39,53,1,"15064-03-2015",1,0,0,4,18,30
39,57,1,"15064-04-2015",1,0,0,4,22,30
20,36,1,"15067-01-2015",1,0,0,2,18,31
20,22,1,"15067-02-2015",1,0,0,2,4,31
20,31,1,"15067-03-2015",1,0,0,2,13,31
20,20,1,"15067-04-2015",1,0,0,2,2,31
20,31,0,"15067-04-2015",1,0,0,2,13,31
49,81,1,"15067-10-2015",1,0,0,31,63,31
49,81,1,"15067-11-2015",1,0,0,31,63,31
32,33,1,"15068-01-2015",1,0,0,3,4,32
33,35,0,"15068-01-2015",1,0,0,4,6,32
32,32,1,"15068-02-2015",1,0,0,3,3,32
32,35,0,"15068-02-2015",1,0,0,3,6,32
32,33,1,"15068-03-2015",1,0,0,3,4,32
33,35,0,"15068-03-2015",1,0,0,4,6,32
32,33,1,"15068-04-2015",1,0,0,3,4,32
33,35,0,"15068-04-2015",1,0,0,4,6,32
54,55,1,"15068-09-2015",1,0,0,25,26,32
55,57,0,"15068-09-2015",1,0,0,26,28,32
10,16,1,"15071-01-2015",1,0,0,3,9,33
16,17,0,"15071-01-2015",1,0,0,9,10,33
10,12,1,"15071-02-2015",1,0,0,3,5,33
10,10,1,"15071-03-2015",1,0,0,3,3,33
10,11,0,"15071-03-2015",1,0,0,3,4,33
10,10,1,"15071-04-2015",1,0,0,3,3,33
10,11,0,"15071-04-2015",1,0,0,3,4,33
33,115,1,"15071-07-2015",1,0,0,26,108,33
115,118,0,"15071-07-2015",1,0,0,108,111,33
24,26,1,"15079-01-2015",1,0,0,2,4,34
24,27,1,"15079-02-2015",1,0,0,2,5,34
24,26,1,"15079-03-2015",1,0,0,2,4,34
24,26,1,"15079-04-2015",1,0,0,2,4,34
8,8,1,"15080-02-2015",1,0,0,2,2,35
8,10,0,"15080-02-2015",1,0,0,2,4,35
20,25,1,"15082-01-2015",1,0,0,3,8,36
20,21,1,"15082-02-2015",1,0,0,3,4,36
21,24,0,"15082-02-2015",1,0,0,4,7,36
20,23,1,"15082-03-2015",1,0,0,3,6,36
45,52,1,"15082-04-2015",1,0,0,28,35,36
52,55,0,"15082-04-2015",1,0,0,35,38,36
45,59,1,"15082-05-2015",1,0,0,28,42,36
253,274,1,"15082-01-2017",0,0,1,2,23,36
253,270,1,"15082-02-2017",0,0,1,2,19,36
253,344,1,"15082-03-2017",0,0,1,2,93,36
253,262,1,"15082-04-2017",0,0,1,2,11,36
262,264,0,"15082-04-2017",0,0,1,11,13,36
253,286,1,"15082-05-2017",0,0,1,2,35,36
286,289,0,"15082-05-2017",0,0,1,35,38,36
253,276,1,"15082-06-2017",0,0,1,2,25,36
276,280,0,"15082-06-2017",0,0,1,25,29,36
22,28,1,"15086-01-2015",1,0,0,2,8,37
22,26,1,"15086-02-2015",1,0,0,2,6,37
26,27,0,"15086-02-2015",1,0,0,6,7,37
22,26,1,"15086-03-2015",1,0,0,2,6,37
26,27,0,"15086-03-2015",1,0,0,6,7,37
22,26,1,"15086-04-2015",1,0,0,2,6,37
26,27,0,"15086-04-2015",1,0,0,6,7,37
40,41,1,"15087-01-2015",1,0,0,7,8,38
40,41,1,"15087-02-2015",1,0,0,7,8,38
41,42,0,"15087-02-2015",1,0,0,8,9,38
40,62,1,"15087-03-2015",1,0,0,7,29,38
40,41,1,"15087-04-2015",1,0,0,7,8,38
41,42,0,"15087-04-2015",1,0,0,8,9,38
59,115,1,"15087-05-2015",1,0,0,26,82,38
36,55,1,"15089-01-2015",1,0,0,3,22,39
36,55,1,"15089-02-2015",1,0,0,3,22,39
36,43,1,"15089-03-2015",1,0,0,3,10,39
43,44,0,"15089-03-2015",1,0,0,10,11,39
36,53,1,"15089-04-2015",1,0,0,3,20,39
10,15,1,"15095-01-2015",1,0,0,2,7,40
15,16,0,"15095-01-2015",1,0,0,7,8,40
10,15,1,"15095-02-2015",1,0,0,2,7,40
15,16,0,"15095-02-2015",1,0,0,7,8,40
10,15,1,"15095-03-2015",1,0,0,2,7,40
15,16,0,"15095-03-2015",1,0,0,7,8,40
10,12,1,"15095-04-2015",1,0,0,2,4,40
41,108,1,"15095-10-2015",1,0,0,33,100,40
108,127,0,"15095-10-2015",1,0,0,100,119,40
41,127,1,"15095-11-2015",1,0,0,33,119,40
41,118,1,"15095-12-2015",1,0,0,33,110,40
43,77,1,"15098-01-2015",1,0,0,6,40,41
43,51,1,"15098-02-2015",1,0,0,6,14,41
51,53,0,"15098-02-2015",1,0,0,14,16,41
43,77,1,"15098-03-2015",1,0,0,6,40,41
43,77,1,"15098-04-2015",1,0,0,6,40,41
60,69,1,"15098-05-2015",1,0,0,23,32,41
69,71,0,"15098-05-2015",1,0,0,32,34,41
23,23,1,"15099-01-2015",1,0,0,2,2,42
23,24,0,"15099-01-2015",1,0,0,2,3,42
23,23,1,"15099-02-2015",1,0,0,2,2,42
23,24,0,"15099-02-2015",1,0,0,2,3,42
23,23,1,"15099-03-2015",1,0,0,2,2,42
23,24,0,"15099-03-2015",1,0,0,2,3,42
23,23,1,"15099-04-2015",1,0,0,2,2,42
23,24,0,"15099-04-2015",1,0,0,2,3,42
48,127,1,"15099-10-2015",1,0,0,27,106,42
17,27,1,"15102-01-2015",1,0,0,2,12,43
17,29,1,"15102-02-2015",1,0,0,2,14,43
29,31,0,"15102-02-2015",1,0,0,14,16,43
17,35,1,"15102-03-2015",1,0,0,2,20,43
248,341,1,"15103-01-2017",0,0,1,2,95,44
248,264,1,"15103-02-2017",0,0,1,2,18,44
248,341,1,"15103-03-2017",0,0,1,2,95,44
248,259,1,"15103-04-2017",0,0,1,2,13,44
248,250,1,"15103-05-2017",0,0,1,2,4,44
250,251,0,"15103-05-2017",0,0,1,4,5,44
248,310,1,"15103-06-2017",0,0,1,2,64,44
248,269,1,"15103-08-2017",0,0,1,2,23,44
248,269,1,"15103-09-2017",0,0,1,2,23,44
248,269,1,"15103-10-2017",0,0,1,2,23,44
248,341,1,"15103-11-2017",0,0,1,2,95,44
26,43,1,"15104-02-2015",1,0,0,2,19,45
26,26,1,"15104-03-2015",1,0,0,2,2,45
26,29,0,"15104-03-2015",1,0,0,2,5,45
26,43,1,"15104-04-2015",1,0,0,2,19,45
11,16,1,"15105-04-2015",1,0,0,3,8,46
16,17,0,"15105-04-2015",1,0,0,8,9,46
41,82,1,"15105-09-2015",1,0,0,33,74,46
156,172,1,"15106-01-2016",0,1,0,3,19,47
156,188,1,"15106-02-2016",0,1,0,3,35,47
156,172,1,"15106-03-2016",0,1,0,3,19,47
156,170,1,"15106-04-2016",0,1,0,3,17,47
156,188,1,"15106-05-2016",0,1,0,3,35,47
156,188,1,"15106-07-2016",0,1,0,3,35,47
133,140,1,"15107-01-2016",0,1,0,2,9,48
140,142,0,"15107-01-2016",0,1,0,9,11,48
133,142,1,"15107-02-2016",0,1,0,2,11,48
142,144,0,"15107-02-2016",0,1,0,11,13,48
133,150,1,"15107-03-2016",0,1,0,2,19,48
133,188,1,"15107-04-2016",0,1,0,2,57,48
133,165,1,"15107-05-2016",0,1,0,2,34,48
165,170,0,"15107-05-2016",0,1,0,34,39,48
133,188,1,"15107-06-2016",0,1,0,2,57,48
133,188,1,"15107-08-2016",0,1,0,2,57,48
133,188,1,"15107-10-2016",0,1,0,2,57,48
133,188,1,"15107-11-2016",0,1,0,2,57,48
133,188,1,"15107-12-2016",0,1,0,2,57,48
153,167,1,"15107-14-2016",0,1,0,22,36,48
167,170,0,"15107-14-2016",0,1,0,36,39,48
23,27,1,"15109-02-2015",1,0,0,3,7,49
27,28,0,"15109-02-2015",1,0,0,7,8,49
23,25,1,"15109-03-2015",1,0,0,3,5,49
25,26,0,"15109-03-2015",1,0,0,5,6,49
23,25,1,"15109-04-2015",1,0,0,3,5,49
50,81,1,"15109-09-2015",1,0,0,30,61,49
50,81,1,"15109-10-2015",1,0,0,30,61,49
42,46,1,"15111-01-2015",1,0,0,3,7,50
46,47,0,"15111-01-2015",1,0,0,7,8,50
42,58,1,"15111-02-2015",1,0,0,3,19,50
141,145,1,"15111-01-2016",0,1,0,3,7,50
145,147,0,"15111-01-2016",0,1,0,7,9,50
141,144,1,"15111-02-2016",0,1,0,3,6,50
141,170,1,"15111-03-2016",0,1,0,3,32,50
141,150,1,"15111-04-2016",0,1,0,3,12,50
150,151,0,"15111-04-2016",0,1,0,12,13,50
141,165,1,"15111-07-2016",0,1,0,3,27,50
165,168,0,"15111-07-2016",0,1,0,27,30,50
164,170,1,"15111-09-2016",0,1,0,26,32,50
14,24,1,"15112-01-2015",1,0,0,2,12,51
24,26,0,"15112-01-2015",1,0,0,12,14,51
14,16,1,"15112-02-2015",1,0,0,2,4,51
16,17,0,"15112-02-2015",1,0,0,4,5,51
14,15,1,"15112-03-2015",1,0,0,2,3,51
14,21,1,"15112-04-2015",1,0,0,2,9,51
21,22,0,"15112-04-2015",1,0,0,9,10,51
153,170,1,"16003-01-2016",0,1,0,3,20,52
153,172,1,"16003-02-2016",0,1,0,3,22,52
153,166,1,"16003-03-2016",0,1,0,3,16,52
153,178,1,"16003-04-2016",0,1,0,3,28,52
178,181,0,"16003-04-2016",0,1,0,28,31,52
137,156,1,"16006-01-2016",0,1,0,2,21,53
137,189,1,"16006-02-2016",0,1,0,2,54,53
189,195,0,"16006-02-2016",0,1,0,54,60,53
137,140,1,"16006-03-2016",0,1,0,2,5,53
137,142,1,"16006-04-2016",0,1,0,2,7,53
142,146,0,"16006-04-2016",0,1,0,7,11,53
137,189,1,"16006-06-2016",0,1,0,2,54,53
137,158,1,"16006-08-2016",0,1,0,2,23,53
137,164,1,"16006-10-2016",0,1,0,2,29,53
164,166,0,"16006-10-2016",0,1,0,29,31,53
137,185,1,"16006-13-2016",0,1,0,2,50,53
185,187,0,"16006-13-2016",0,1,0,50,52,53
137,164,1,"16006-14-2016",0,1,0,2,29,53
164,166,0,"16006-14-2016",0,1,0,29,31,53
238,253,1,"16011-01-2017",0,0,1,2,17,54
238,261,1,"16011-02-2017",0,0,1,2,25,54
261,263,0,"16011-02-2017",0,0,1,25,27,54
238,243,1,"16011-03-2017",0,0,1,2,7,54
238,239,1,"16011-04-2017",0,0,1,2,3,54
239,240,0,"16011-04-2017",0,0,1,3,4,54
238,329,1,"16011-05-2017",0,0,1,2,93,54
329,333,0,"16011-05-2017",0,0,1,93,97,54
238,263,1,"16011-07-2017",0,0,1,2,27,54
263,265,0,"16011-07-2017",0,0,1,27,29,54
238,265,1,"16011-11-2017",0,0,1,2,29,54
265,271,0,"16011-11-2017",0,0,1,29,35,54
149,181,1,"16012-01-2016",0,1,0,2,34,55
181,183,0,"16012-01-2016",0,1,0,34,36,55
149,192,1,"16012-02-2016",0,1,0,2,45,55
192,195,0,"16012-02-2016",0,1,0,45,48,55
149,153,1,"16012-03-2016",0,1,0,2,6,55
153,154,0,"16012-03-2016",0,1,0,6,7,55
149,168,1,"16012-04-2016",0,1,0,2,21,55
149,195,1,"16012-06-2016",0,1,0,2,48,55
195,201,0,"16012-06-2016",0,1,0,48,54,55
243,249,1,"16012-01-2017",0,0,1,2,8,55
249,252,0,"16012-01-2017",0,0,1,8,11,55
243,265,1,"16012-02-2017",0,0,1,2,24,55
243,345,1,"16012-03-2017",0,0,1,2,104,55
243,345,1,"16012-04-2017",0,0,1,2,104,55
243,345,1,"16012-05-2017",0,0,1,2,104,55
243,264,1,"16012-07-2017",0,0,1,2,23,55
243,264,1,"16012-10-2017",0,0,1,2,23,55
150,154,1,"16013-01-2016",0,1,0,2,6,56
154,156,0,"16013-01-2016",0,1,0,6,8,56
150,152,1,"16013-02-2016",0,1,0,2,4,56
150,168,1,"16013-03-2016",0,1,0,2,20,56
150,154,1,"16013-04-2016",0,1,0,2,6,56
154,156,0,"16013-04-2016",0,1,0,6,8,56
150,237,1,"16013-05-2016",0,1,0,2,89,56
168,237,1,"16013-06-2016",0,1,0,20,89,56
157,160,1,"16014-01-2016",0,1,0,2,5,57
160,161,0,"16014-01-2016",0,1,0,5,6,57
157,159,1,"16014-02-2016",0,1,0,2,4,57
157,158,1,"16014-03-2016",0,1,0,2,3,57
158,159,0,"16014-03-2016",0,1,0,3,4,57
157,158,1,"16014-04-2016",0,1,0,2,3,57
158,159,0,"16014-04-2016",0,1,0,3,4,57
243,250,1,"16016-01-2017",0,0,1,2,9,58
243,348,1,"16016-02-2017",0,0,1,2,107,58
243,270,1,"16016-03-2017",0,0,1,2,29,58
270,273,0,"16016-03-2017",0,0,1,29,32,58
243,250,1,"16016-04-2017",0,0,1,2,9,58
243,250,1,"16016-05-2017",0,0,1,2,9,58
264,276,1,"16016-08-2017",0,0,1,23,35,58
276,298,0,"16016-08-2017",0,0,1,35,57,58
142,144,1,"16018-01-2016",0,1,0,2,4,59
144,145,0,"16018-01-2016",0,1,0,4,5,59
142,144,1,"16018-04-2016",0,1,0,2,4,59
144,145,0,"16018-04-2016",0,1,0,4,5,59
138,151,1,"16023-01-2016",0,1,0,2,15,60
151,153,0,"16023-01-2016",0,1,0,15,17,60
138,145,1,"16023-02-2016",0,1,0,2,9,60
138,143,1,"16023-03-2016",0,1,0,2,7,60
143,144,0,"16023-03-2016",0,1,0,7,8,60
138,183,1,"16023-04-2016",0,1,0,2,47,60
183,185,0,"16023-04-2016",0,1,0,47,49,60
138,181,1,"16023-07-2016",0,1,0,2,45,60
181,192,0,"16023-07-2016",0,1,0,45,56,60
138,222,1,"16023-08-2016",0,1,0,2,86,60
138,170,1,"16023-10-2016",0,1,0,2,34,60
170,172,0,"16023-10-2016",0,1,0,34,36,60
